date,headline,url,categories,summary,vibe,in_top7,source
26-06-2026,EU Talent Pool Regulation enters into force — global non-EU jobseekers eligible,https://iuslaboris.com/insights/eu-talent-pool-regulation-new-framework-takes-effect-in-june-2026/,European Union,"EU Talent Pool Regulation enters into force, making global non-EU jobseekers eligible.",positive,TRUE,
26-06-2026,South Korea expands Top-Tier Visa to academics and researchers from June 1,https://kpmg.com/xx/en/our-insights/gms-flash-alert/2026/flash-alert-2026-080.html,South Korea,South Korea expands its Top-Tier Visa to academics and researchers from June 1.,positive,TRUE,
26-06-2026,Japan halts new food-service SSW Type 1 intake; foreign residents surge 9.6%,https://jobsinjapan.com/japan-faq/japan-2026-foreign-hiring-visa-changes/,Japan,Japan halts new food-service SSW Type 1 intake as foreign residents surge 9.6%.,negative,TRUE,
26-06-2026,Canada lets provincial nominees work without AOR confirmation (from June 9),https://www.cicnews.com/2026/06/canada-eases-access-to-work-permits-for-provincial-nominees-0676800.html,Canada,Canada lets provincial nominees work without AOR confirmation from June 9.,positive,TRUE,
26-06-2026,Canada's study-permit exemption for work permit holders expires June 27,https://immigrationnewscanada.ca/canada-immigration-changes-june-2026/,Canada,Canada's study-permit exemption for work permit holders expires June 27.,negative,TRUE,
26-06-2026,Poland restricts labor market access for Schengen-route entrants from June 1,https://www.bal.com/immigration-news/poland-immigration-reforms-in-effect-june-1/,Poland,Poland restricts labor market access for Schengen-route entrants from June 1.,neutral,TRUE,
25-06-2026,"India–Slovakia seal labour mobility MoU, social security pact next",https://organiser.org/2026/06/15/358367/world/india-slovakia-heralds-new-era-of-partnership-seal-mous-in-defence-digital-tech-counter-terrorism-labour-mobility/,India / Slovakia,"India and Slovakia seal a labour mobility MoU, with a social security pact next.",positive,TRUE,
25-06-2026,EB-2 India retrogresses 10.5 months in June visa bulletin,https://www.fragomen.com/insights/june-2026-visa-bulletin.html,United States,EB-2 India retrogresses 10.5 months in the June visa bulletin.,negative,TRUE,
25-06-2026,Court stay keeps $100k H-1B fee in force,https://www.crownworldmobility.com/insights/immigration-weekly-update-june-18-2026-2/,United States,A court stay keeps the $100k H-1B fee in force.,negative,TRUE,
25-06-2026,India and EU finalise draft comprehensive mobility pact,https://www.visahq.com/news/2026-04-24/in/india-and-eu-finalise-draft-of-comprehensive-mobility-pact-covering-work-and-study-routes/,India / European Union,India and the EU finalise a draft comprehensive mobility pact covering work and study routes.,positive,TRUE,
25-06-2026,US moves to cap international student stays at fixed terms,https://www.outlookbusiness.com/news/us-clears-visa-rule-change-foreign-students-may-face-stay-limits-heres-what-it-means-for-indians,United States,US moves to cap international student stays at fixed terms.,negative,TRUE,
25-06-2026,UK raises English bar and shuts care-worker visa route,https://www.nhsemployers.org/articles/impacts-changes-uk-immigration-policy,United Kingdom,UK raises the English bar and shuts the care-worker visa route.,negative,TRUE,
25-06-2026,"Italy's Decreto Flussi opens ~498,000 work visas for 2026-28",https://italylawfirms.com/en/italian-decreto-flussi-2026-work-visa-quotas-clickdays/,Italy,"Italy's Decreto Flussi opens ~498,000 non-EU work visas for 2026-28.",positive,TRUE,
25-06-2026,"Germany launches digital skilled-worker visa portal, cuts Blue Card to 27 days",https://www.visahq.com/news/2026-02-24/de/germany-rolls-out-fully-digital-skilled-worker-visa-portal-across-all-embassies/,Germany,"Germany launches a digital skilled-worker visa portal, cutting Blue Card processing to 27 days.",positive,TRUE,
25-06-2026,"Canada slashes temporary residents 43%, ends Student Direct Stream",https://www.fragomen.com/insights/canada-2026-2028-immigration-levels-plan-announced.html,Canada,Canada slashes temporary residents 43% and ends the Student Direct Stream.,negative,TRUE,
25-06-2026,Australia lifts Skills in Demand salary floors from July 1,https://www.fragomen.com/insights/minimum-salary-changes-announced.html,Australia,Australia lifts Skills in Demand salary floors from July 1.,neutral,TRUE,
24-06-2026,India and Slovakia sign labour migration MoU,https://www.tribuneindia.com/news/world/india-slovakia-sign-mous-on-labour-migration-digital-technology/,India / Slovakia,India and Slovakia sign an MoU on labour migration.,positive,TRUE,
24-06-2026,EB-2 India retrogresses 10.5 months in June visa bulletin,https://wolfsdorf.com/june-2026-visa-bulletin-sharp-retrogression-for-india-eb-1-and-eb-2-signals-mounting-pressure-on-employment-based-visa-numbers/,United States,EB-2 India retrogresses 10.5 months in the June visa bulletin.,negative,TRUE,
24-06-2026,Court strikes down $100k H-1B fee as bill threatens quota,https://restofworld.org/2026/h1b-visa-impact-india-tech-hiring-faamng/,United States,A court strikes down the $100k H-1B fee even as a bill threatens to slash the quota.,neutral,TRUE,
24-06-2026,India overhauls employment visa categories and FRRO rules,https://www.fragomen.com/insights/india-visa-registration-rules-and-employment-visa-categories-revised.html,India,India overhauls employment visa categories and FRRO registration rules.,neutral,TRUE,
24-06-2026,US moves to cap international student stays at fixed terms,https://www.outlookbusiness.com/news/us-clears-visa-rule-change-foreign-students-may-face-stay-limits-heres-what-it-means-for-indians,United States,US moves to cap international student stays at fixed terms.,negative,TRUE,
24-06-2026,UK raises English bar and shuts care-worker visa route,https://www.nhsemployers.org/articles/impacts-changes-uk-immigration-policy,United Kingdom,UK raises the English bar and shuts the care-worker visa route.,negative,TRUE,
24-06-2026,"Italy's Decreto Flussi opens ~498,000 work visas for 2026-28",https://italylawfirms.com/en/italian-decreto-flussi-2026-work-visa-quotas-clickdays/,Italy,"Italy's Decreto Flussi opens ~498,000 non-EU work visas for 2026-28.",positive,TRUE,
24-06-2026,Germany updates Blue Card rules amid Indian nurse demand,https://www.make-it-in-germany.com/en/looking-for-foreign-professionals/entering/admission-labour-market/nursing-and-care-professionals,Germany,Germany updates Blue Card rules amid demand for Indian nurses.,positive,TRUE,
24-06-2026,Canada slashes temporary residents 43% for 2026,https://www.fragomen.com/insights/canada-2026-2028-immigration-levels-plan-announced.html,Canada,Canada slashes temporary residents 43% for 2026.,negative,TRUE,
24-06-2026,Australia lifts Skills in Demand salary floors from July 1,https://www.fragomen.com/trending/australian-immigration.html,Australia,Australia lifts Skills in Demand salary floors from July 1.,neutral,TRUE,
23-06-2026,Quiet news day,https://gatifoundationgroup.slack.com/,,Quiet news day — 0 items found in the last 24 hours.,neutral,TRUE,
19-06-2026,India-Slovakia Sign Labour Migration Digital MoU,https://www.tribuneindia.com/news/world/india-slovakia-sign-mous-on-labour-migration-digital-technology/,India / Slovakia,India and Slovakia sign a labour migration and digital technology MoU.,positive,TRUE,
19-06-2026,India Emerges as Global Skills Hub,https://www.business-standard.com/immigration/india-emerges-as-global-skills-hub-amid-worldwide-talent-shifts-deel-126061100801_1.html,India / Global,"India emerges as a global skills hub amid worldwide talent shifts, per Deel's Global Talent Map.",positive,TRUE,
19-06-2026,EU Migration Pact Becomes Fully Operational,https://www.hrw.org/news/2026/06/10/questions-and-answers-the-eu-pact-on-migration-and-asylum,European Union,The EU Migration and Asylum Pact becomes fully applicable.,negative,TRUE,
19-06-2026,Sweden Implements Stricter Labour Immigration Rules,https://www.safeguardglobal.com/resources/blog/sweden-new-labor-immigration-rules/,Sweden,Sweden implements stricter labour immigration rules with a higher wage requirement.,negative,TRUE,
18-06-2026,EU-India mobility pact targets July 1 provisional entry,https://www.radvisionworld.com/blog/what-does-the-mobility-deal-between-the-eu-and-india-mean-for-skilled-workers/,European Union,The EU-India mobility pact targets July 1 for provisional entry into force.,positive,TRUE,
18-06-2026,NITI Aayog framework advances state-led international mobility,https://www.niti.gov.in/sites/default/files/2026-05/States-Framework-on-International-Mobility.pdf,India,NITI Aayog's framework advances state-led international mobility.,positive,TRUE,
18-06-2026,"India-Israel announce 50,000 worker quota for 5 years",https://ddnews.gov.in/en/india-israel-sign-16-mous-pm-modi-and-pm-netanyahu-announce-special-strategic-partnership/,Israel / India,"India and Israel announce a 50,000 worker quota over the next five years.",positive,TRUE,
18-06-2026,India secures 27 mobility agreements with 23 countries,https://ddnews.gov.in/en/indias-mobility-pacts-with-23-countries-must-be-expanded-to-protect-migrants-mos-kirti-vardhan-singh/,India / Global,India has secured 27 mobility agreements with 23 countries.,positive,TRUE,
18-06-2026,Thailand scraps 60-day visa-free entry for Indians,https://www.visahq.news/,Thailand,"Thailand scraps 60-day visa-free entry for Indians, reinstating Visa-on-Arrival.",negative,TRUE,
17-06-2026,India-Israel Sign Labour Mobility MoU,https://ddnews.gov.in/en/india-israel-sign-16-mous-pm-modi-and-pm-netanyahu-announce-special-strategic-partnership/,Israel / India,India and Israel sign 16 MoUs including a labour mobility agreement.,positive,TRUE,
17-06-2026,Germany Proposes Six-Week Fast-Track Skilled Worker Visa,https://www.visahq.news/,Germany,Germany proposes a six-week fast-track skilled worker visa.,positive,TRUE,
17-06-2026,Italy Extends Asylum Job-Access Wait to 90 Days,https://www.visahq.news/,Italy,Italy extends the asylum job-access wait to 90 days.,negative,TRUE,
17-06-2026,France Operationalises EU Migration Pact with Biometric Screening,https://www.visahq.news/,France,France operationalises the EU Migration Pact with mandatory biometric screening.,neutral,TRUE,
17-06-2026,Czech Republic Attracts Scientific and Technical Talent,https://iuslaboris.com/insights/global-mobility-update-june-2026/,Czech Republic,Czech Republic introduces new efforts to attract scientific and technical talent.,positive,TRUE,
17-06-2026,Sweden Tightens Migration Rules,https://iuslaboris.com/insights/global-mobility-update-june-2026/,Sweden,Sweden tightens migration rules per the June 2026 global mobility update.,negative,TRUE,
16-06-2026,India-EU Mobility Pact Draft Finalized — Implementation July 2026,https://www.visahq.com/news/2026-04-24/in/india-and-eu-finalise-draft-of-comprehensive-mobility-pact-covering-work-and-study-routes/,European Union / India,"India-EU Mobility Pact draft is finalized, targeting implementation in July 2026.",positive,TRUE,
16-06-2026,AYUSH Practitioners Get EU Recognition Under India Pact,https://www.radvisionworld.com/blog/what-does-the-mobility-deal-between-the-eu-and-india-mean-for-skilled-workers/,European Union,AYUSH practitioners get EU recognition under the India-EU mobility pact.,positive,TRUE,
16-06-2026,"Italy Approves 500,000 Work Permits for 2026-2028",https://www.infomigrants.net/en/post/71133/spains-migrant-regularization-scheme-what-it-means-for-mobility-across-the-eu,Italy,"Italy approves close to 500,000 work permits for non-EU nationals for 2026-2028.",positive,TRUE,
16-06-2026,Germany Launches Work-and-Stay Agency for Skilled Immigration,https://www.infomigrants.net/en/post/71211/struggling-to-retain-workforce-talent-some-eu-countries-turn-to-recruiting-from-abroad,Germany,Germany launches the Work-and-Stay Agency to simplify skilled immigration.,positive,TRUE,
16-06-2026,"France Updates ""Under Strain"" Sectors List for Work Permits",https://www.infomigrants.net/en/post/71211/struggling-to-retain-workforce-talent-some-eu-countries-turn-to-recruiting-from-abroad,France,France updates its 'under strain' sectors list to facilitate expedited work permits.,positive,TRUE,
15-06-2026,US Visa Bulletin: India EB-2 Retrogresses 10+ Months,https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2026/visa-bulletin-for-june-2026.html,United States,US Visa Bulletin shows India EB-2 retrogressing more than 10 months.,negative,TRUE,
15-06-2026,Estonia Implements Major Immigration Reforms for Foreign Workers,https://www.fragomen.com/insights/estonia-significant-immigration-reforms-increase-foreign-worker-employment-flexibility.html,Estonia,Estonia implements major immigration reforms increasing flexibility for foreign workers.,positive,TRUE,
15-06-2026,Kuwait Suspends All Commercial Visit Visas Indefinitely,https://nairametrics.com/2026/06/13/kuwait-suspends-commercial-visit-visas-disrupts-business-travel-globally/,Kuwait,Kuwait indefinitely suspends all Commercial Visit Visas.,negative,TRUE,
15-06-2026,Gulf Corporate Relocations Remain Resilient Despite Regional Tensions,https://www.agbi.com/analysis/employment/2026/06/corporate-relocations-to-the-gulf-retain-appeal/,UAE/Saudi Arabia,Gulf corporate relocations remain resilient despite regional tensions.,neutral,TRUE,
15-06-2026,Costa Rica Introduces Humanitarian Permit for Latin American Nationals,https://www.visasupdate.com/post/costa-rica-special-humanitarian-permit-2026,Costa Rica,Costa Rica introduces a special humanitarian permit for Latin American nationals.,positive,TRUE,
13-06-2026,US EB-2 Immigrant Visas for India Exhausted,https://www.klaskolaw.com/june-2026/,United States,US EB-2 immigrant visas for India are exhausted for FY2026.,negative,TRUE,
13-06-2026,EB-1 and EB-2 India Cutoff Dates Retrogress,https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2026/visa-bulletin-for-june-2026.html,United States,EB-1 and EB-2 India cutoff dates retrogress in the June visa bulletin.,negative,TRUE,
13-06-2026,Federal Judge Blocks US Immigration Processing Halt,https://www.boundless.com/blog/boundless-weekly-immigration-news,United States,A federal judge blocks US immigration processing halt policies.,positive,TRUE,
13-06-2026,US Proposes Limits on Discretionary Work Authorization,https://ariasvilla.com/new-work-permit-proposal-asylum-office-expansion-and-visa-processing-updates/,United States,US proposes limits on discretionary work authorization for certain aliens.,negative,TRUE,
13-06-2026,Philippines EB-3 Visa Category May Face Retrogression,https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2026/visa-bulletin-for-june-2026.html,Philippines,Philippines EB-3 visa category may face retrogression due to high demand.,neutral,TRUE,
12-05-2026,UAE Airspace Locked Down as Iranian Drone Strikes Disrupt Gulf Hubs,https://www.visahq.com/news/2026-05-11/ae/regional-airspace-restrictions-return-as-new-drone-barrage-disrupts-emirates-and-etihad-hubs/,UAE,UAE airspace locked down as Iranian drone strikes disrupt Emirates and Etihad hubs.,negative,TRUE,
12-05-2026,"US Rejects UN Migration Forum Declaration, Signals Continued Restrictionism",https://www.usnews.com/news/world/articles/2026-05-11/us-rejects-un-migration-forum-declaration-state-department-says,USA,"The US rejects the UN Migration Forum declaration, signalling continued restrictionism.",negative,TRUE,
12-05-2026,USCIS Can Now Deny Accepted Immigration Petitions for Invalid Signatures,https://www.visahq.com/news/2026-05-11/us/uscis-issues-interim-final-rule-allowing-denial-of-approved-petitions-over-invalid-signatures/,USA,USCIS can now deny already-accepted immigration petitions over invalid signatures.,negative,TRUE,
12-05-2026,"Czech Republic Releases 2,000 New Non-EU Worker Slots for May",https://www.visahq.com/news/2026-05-11/cz/czech-trade-ministry-adds-2000-new-qualified-employee-slots-as-may-quota-opens/,Czech Republic / EU,"Czech Republic releases 2,000 new non-EU worker slots for May.",positive,TRUE,
12-05-2026,Switzerland Sets 14 June Vote on Hard 10-Million Population Cap,https://www.visahq.com/news/2026-05-11/ch/switzerland-sets-14-june-vote-on-landmark-10-million-population-cap/,Switzerland,Switzerland sets a 14 June vote on a hard 10-million population cap.,negative,TRUE,
12-05-2026,Canada Express Entry PNP Draw Issues 380 Invitations at CRS Cutoff 798,https://immigrationnewscanada.ca/new-first-express-entry-draw-of-may-2026/,Canada,Canada's Express Entry PNP draw issues 380 invitations at a CRS cutoff of 798.,neutral,TRUE,
12-05-2026,"Spain Fights to Preserve Amnesty for 500,000 Undocumented Migrants",https://www.visahq.com/news/2026-05-11/es/spanish-state-counsel-urges-supreme-court-not-to-freeze-mass-regularisation-of-500000-migrants/,Spain / EU,"Spain fights to preserve amnesty for 500,000 undocumented migrants.",positive,TRUE,
12-05-2026,Poland Nationwide e-ID Outage Freezes All Residence-Permit Applications,https://www.visahq.com/news/2026-05-11/pl/nationwide-e-id-outage-in-poland-freezes-online-residence-permit-filings/,Poland / EU,A nationwide e-ID outage in Poland freezes all residence-permit applications.,negative,TRUE,
12-05-2026,China Gains Visa-Free Access to Brazil as Reciprocal Waiver Takes Effect,https://www.visahq.com/news/2026-05-11/cn/brazils-visa-free-entry-for-chinese-citizens-takes-effect-opening-the-door-to-south-america/,Brazil / China,China gains visa-free access to Brazil as a reciprocal waiver takes effect.,negative,TRUE,
12-05-2026,"India Activates 24/7 War Room, Evacuates 5,500+ Nationals as Gulf Crisis Deepens",https://www.visahq.com/news/2026-05-11/in/india-activates-247-war-room-and-repatriates-2500-nationals-as-west-asia-crisis-escalates/,India / West Asia,"India activates a 24/7 war room and evacuates 5,500+ nationals as the Gulf crisis deepens.",negative,TRUE,
11-05-2026,UAE Airports Briefly Halt Flights Amid Missile Alert — Gulf Lifeline Disrupted,https://www.visahq.com/news/2026-05-10/ae/reports-claim-abu-dhabi-and-dubai-airports-briefly-suspended-traffic-amid-weekend-missile-scare/,UAE / Gulf Region,UAE airports briefly halt flights amid a missile alert.,negative,TRUE,
11-05-2026,"UK Channel Crossings Hit 200,000 Milestone — Fresh Pressure to Tighten Immigration",https://www.visahq.com/news/2026-05-10/gb/channel-small-boat-arrivals-hit-200000-milestone-piling-pressure-on-uk-migration-policy/,United Kingdom,"UK Channel crossings hit the 200,000 milestone, piling pressure on migration policy.",negative,TRUE,
11-05-2026,British Airways Freezes Abu Dhabi Route as Middle East Conflict Deepens,https://www.visahq.com/news/2026-05-10/gb/british-airways-freezes-abu-dhabi-route-as-middle-east-conflict-keeps-uk-carriers-in-holding-pattern/,United Kingdom / UAE,British Airways freezes its Abu Dhabi route as the Middle East conflict deepens.,negative,TRUE,
11-05-2026,UK Healthcare Staffing App Automates 'Share Code' Right-to-Work Checks,https://www.visahq.com/news/2026-05-10/gb/digital-share-code-checks-become-standard-as-healthcare-staffing-app-automates-right-to-work-verification/,United Kingdom,A UK healthcare staffing app automates Share Code right-to-work checks.,neutral,TRUE,
11-05-2026,Austria-Romania Bust Human-Trafficking Ring Exploiting Migrant Women,https://www.visahq.com/news/2026-05-10/at/austrian-romanian-police-operation-breaks-human-trafficking-ring-exploiting-migrant-women/,Austria / Romania / EU,Austria and Romania bust a human-trafficking ring exploiting migrant women.,negative,TRUE,
11-05-2026,US Revokes Visas of 27 Cruise-Ship Crew After Child-Exploitation Probe,https://www.visahq.com/news/2026-05-10/us/us-revokes-visas-of-27-cruise-ship-crew-members-after-child-exploitation-probe/,United States,US revokes visas of 27 cruise-ship crew after a child-exploitation probe.,negative,TRUE,
11-05-2026,Indonesia Reaffirms Migrant Worker Protection Commitment at UN IMRF,https://www.thestar.com.my/aseanplus/aseanplus-news/2026/05/11/indonesia-reaffirms-commitment-to-migrant-worker-protection-at-un-migration-forum,Indonesia / UN,Indonesia reaffirms its migrant worker protection commitment at the UN IMRF.,neutral,TRUE,
11-05-2026,Philippine OFWs Safely Repatriated from Dubai Amid Middle East Tensions,https://filipinotimes.net/latest-news/2026/05/10/10-ofws-from-dubai-safely-return-to-ph-amid-middle-east-tensions/,Philippines / UAE,Philippine OFWs are safely repatriated from Dubai amid Middle East tensions.,neutral,TRUE,
11-05-2026,India–EFTA Bern Mission Pivots Trade Deal Towards People Mobility,https://www.visahq.com/news/2026-05-10/in/commerce-secretarys-bern-mission-pushes-india-efta-trade-deal-from-paper-to-people-mobility/,India / Switzerland / EFTA,India-EFTA Bern mission pivots the trade deal towards people mobility.,positive,TRUE,
11-05-2026,Karnataka HC Rules Tourist Visas Cannot Cover Business Activities,https://www.visahq.com/news/2026-05-10/in/karnataka-high-court-clarifies-that-tourist-visas-cannot-cover-business-activities/,India,Karnataka High Court rules tourist visas cannot cover business activities.,neutral,TRUE,
08-05-2026,UN IMRF 2026 Closes; GCM Progress Declaration Adopted in New York,https://migrationnetwork.un.org/international-migration-review-forum-2026,Global / United Nations,The UN IMRF 2026 closes with adoption of the GCM Progress Declaration in New York.,neutral,TRUE,
08-05-2026,IOM World Migration Report 2026: Gains At Risk as Legal Pathways Narrow,https://www.iom.int/news/iom-report-migration-drives-economies-and-development-gains-are-risk,Global,IOM's World Migration Report 2026 warns development gains are at risk as legal pathways narrow.,negative,TRUE,
08-05-2026,Romania Enacts Digital Work Permit Reform; New DAM1/DAM2 Visa System In Force,https://www.crownworldmobility.com/insights/immigration-weekly-update-may-7-2026/,Romania (EU),Romania enacts a digital work permit reform with a new DAM1/DAM2 visa system.,neutral,TRUE,
08-05-2026,US USCIS FY2026 H-2B Returning Worker Second Allocation Cap Reached,https://www.crownworldmobility.com/insights/immigration-weekly-update-may-7-2026/,USA,US USCIS FY2026 H-2B returning worker second allocation cap is reached.,negative,TRUE,
08-05-2026,UAE Eases Minimum Property Threshold for Two-Year Investor Residence Visa,https://www.crownworldmobility.com/insights/immigration-weekly-update-may-7-2026/,UAE,UAE eases the minimum property threshold for its two-year investor residence visa.,positive,TRUE,
08-05-2026,"22,500+ Seafarers Stranded in Persian Gulf; Philippines, South Asian Workers in Limbo",https://www.aljazeera.com/news/2026/5/8/as-us-and-iran-weigh-peace-deal-stranded-seafarers-wait-in-limbo,Global / Persian Gulf,"Over 22,500 seafarers remain stranded in the Persian Gulf amid stalled US-Iran peace talks.",negative,TRUE,
08-05-2026,"Germany Declares India ""Country of Choice"" for Skilled Migration; Triple Win",https://ianslive.in/india-country-of-choice-for-skilled-worker-migration-german-official--20260508072102,Germany / India,Germany declares India its 'country of choice' for skilled migration.,positive,TRUE,
08-05-2026,"Indian Seafarers Recount Nightly Blasts, Hunger and Fear in Iran War Ordeal",https://www.al-monitor.com/originals/2026/05/indian-seafarers-endured-nightly-blasts-lack-food-iran-war-ordeal,Gulf Region / India,"Indian seafarers recount nightly blasts, hunger and fear during the Iran war ordeal.",negative,TRUE,
08-05-2026,"Trapped in Hormuz: 20,000+ Indian Maritime Workers Stranded; 2,680 Evacuated",https://gcaptain.com/trapped-in-hormuz-indian-sailors-describe-nights-of-missiles-fear-and-hunger/,Gulf Region / India,"Over 20,000 Indian maritime workers remain stranded in Hormuz, with only 2,680 evacuated.",negative,TRUE,
08-05-2026,India Tops Global Remittances at $137.7B; IOM Flags Gulf Corridor Vulnerability,https://ianslive.in/india-worlds-top-receiver-of-remittances-from-workers-overseas-getting-1377-billion--20260506061803,India / Global,"India tops global remittances at $137.7B, though IOM flags Gulf corridor vulnerability.",positive,TRUE,
07-05-2026,"India's 283,772 H-1B Approvals in FY25 Ignite Fresh US Jobs Debate",https://www.business-standard.com/immigration/india-s-283-772-h-1b-visa-approvals-in-fy25-spark-fresh-us-jobs-debate-126050600401_1.html,USA / India,"India's 283,772 H-1B approvals in FY25 ignite fresh US jobs debate.",neutral,TRUE,
07-05-2026,India Tops Global Remittances at $137.7B — Only Nation Crossing $100B Mark,https://ianslive.in/india-worlds-top-receiver-of-remittances-from-workers-overseas-getting-1377-billion--20260506061803,India / Global,"India tops global remittances at $137.7B, the only nation crossing $100B.",positive,TRUE,
07-05-2026,IOM World Migration Report 2026: Migration Development Gains at Risk as Legal Pathways Shrink,https://www.iom.int/news/iom-report-migration-drives-economies-and-development-gains-are-risk,Global,IOM's World Migration Report 2026 warns migration development gains are at risk as legal pathways shrink.,negative,TRUE,
07-05-2026,India-UAE and India-US Among World's Top 10 Migration Corridors: UN,https://www.tribuneindia.com/news/india/india-uae-india-us-among-top-10-migration-corridors-in-2024-un,India / UAE / USA,"India-UAE and India-US rank among the world's top 10 migration corridors, per the UN.",positive,TRUE,
07-05-2026,"India Launches e-OCI Platform: Citizenship Rules Expand Diaspora Eligibility, Tighten Compliance",https://www.fragomen.com/insights/india-new-oci-rules-bring-broader-eligibility-but-stricter-compliance-measures.html,India / Global Diaspora,"India launches the e-OCI platform, expanding diaspora eligibility while tightening compliance.",positive,TRUE,
07-05-2026,South Australia Issues 509 Skilled Migration Invitations in May 2026 Round,https://migration.sa.gov.au/news/invitations-issued-may-2026,Australia,South Australia issues 509 skilled migration invitations in its May 2026 round.,positive,TRUE,
07-05-2026,Romania Implements New Unified Digital Work Permit System for Non-EU Workers,https://www.fragomen.com/insights/romania-new-unified-work-permit-system-and-online-system-implemented.html,Romania / EU,Romania implements a new unified digital work permit system for non-EU workers.,positive,TRUE,
07-05-2026,New Zealand Details Further Skilled Migrant Category Changes Effective August 2026,https://www.immigration.govt.nz/about-us/news-centre/further-changes-to-the-skilled-migrant-category-to-come-into-effect-in-august-2026/,New Zealand,New Zealand details further Skilled Migrant Category changes effective August 2026.,positive,TRUE,
07-05-2026,Australia Parliament Opens Public Hearings on Value of Skilled Migration,https://newshub.medianet.com.au/2026/05/upcoming-hearings-on-the-value-of-skilled-migration/150982/,Australia,Australia's Parliament opens public hearings on the value of skilled migration.,neutral,TRUE,
2026-09-16,New international grad students double in Canada,<https://thepienews.com/number-of-new-international-grad-students-soars-in-canada/>,Destination Countries,"Canada issued 6,455 new graduate study permits in Q2 2026, more than double a year earlier, with India cited among top source markets, a bright spot for Indian postgraduate aspirants as other destinations tighten.",positive,true,The PIE News
2026-09-15,"USCIS mandates new I-539, I-765 forms, no grace period",<https://www.uscis.gov/newsroom/alerts/uscis-to-publish-new-editions-of-form-i-539-and-form-i-765-older-editions-will-be-rejected-starting>,Destination Countries,"From Sept 15 USCIS rejects older editions of Forms I-539 and I-765 with no grace period, a filing trap for Indian F-1/OPT and H-4 applicants who submit the wrong version.",neutral,true,USCIS
2026-09-10,Australia cancels entire course for first time over visa misuse,<https://monitor.icef.com/2026/09/for-the-first-time-the-australian-government-has-exercised-its-powers-to-cancel-an-entire-course/>,Destination Countries,"Australia used new powers for the first time to cancel an entire course over visa misuse, blocking new enrolments across 452 providers and signalling tighter scrutiny of the Indian VET pipeline.",negative,true,ICEF Monitor
2026-09-16,US schools top QS MBA ranking; India 4th by count,<https://thepienews.com/us-institutions-dominate-global-mba-rankings/>,Destination Countries,"US business schools swept the top four of the QS Global MBA 2027 rankings while India placed fourth for representation with 28 institutions, though QS flags European programmes as better value.",neutral,true,The PIE News
2026-09-10,"South Korea imposes quality controls on universities, agents",<https://monitor.icef.com/2026/09/korean-government-introduces-new-quality-controls-for-universities-and-agents/>,Destination Countries,"South Korea introduced mandatory conduct standards for universities and recruitment agents from October, tightening quality controls that raise the bar for all foreign-student recruitment.",neutral,true,ICEF Monitor
2026-09-10,Netherlands: international students contribute far more than they cost,<https://monitor.icef.com/2026/09/netherlands-government-commissioned-research-finds-that-international-students-contribute-much-more-than-the-public-cost-of-hosting-them/>,Destination Countries,"Dutch government research found international students contribute far more in lifetime taxes than they cost, strengthening the case for the Netherlands as an open destination.",positive,true,ICEF Monitor
2026-09-15,EAIE: Europe sharpens focus on talent retention,<https://thepienews.com/eaie-national-strategies-sharpen-focus-on-talent-but-autonomy-stays-non-negotiable/>,Destination Countries,"European talent strategies presented at EAIE sharpened focus on attracting and retaining skilled graduates, with Germany's stay-back push and the UK's export goal relevant to Indians weighing Europe.",neutral,true,The PIE News
